"id","title","author","genre","year","avg_rating","rating_count","popularity"
"612","Are You There, Vodka? It's Me, Chelsea","Chelsea Handler","Fiction","2007","3.85","127096","127096"
"613","Jonathan Livingston Seagull","Richard Bach","Fiction","1970","3.8","133728","133728"
"614","City of Heavenly Fire (The Mortal Instruments, #6)","Cassandra Clare","Fiction","2014","4.48","177796","177796"
"615","Love You Forever","Robert Munsch","Romance","1986","4.34","159703","159703"
"616","Cell","Stephen King","Fiction","2006","3.64","144591","144591"
"617","The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics","Daniel James Brown","Fiction","2013","4.32","113565","113565"
"618","The Silmarillion (Middle-Earth Universe)","J.R.R. Tolkien","Fantasy","1977","3.87","134106","134106"
"619","The Drawing of the Three (The Dark Tower, #2)","Stephen King","Fiction","1987","4.23","139052","139052"
"620","The Forgotten Garden","Kate Morton","Fiction","2008","4.12","138377","138377"
"621","The Trial","Franz Kafka","Fiction","1925","3.98","131856","131856"
"622","This Lullaby","Sarah Dessen","Fiction","2002","4.03","151829","151829"
"623","Plain Truth","Jodi Picoult","Fiction","2000","3.97","128406","128406"
"624","Orange Is the New Black","Piper Kerman","Fiction","2010","3.7","127186","127186"
"625","The Hound of the Baskervilles","Arthur Conan Doyle","Fiction","1902","4.09","154517","154517"
"626","Thinking, Fast and Slow","Daniel Kahneman","Self Help","2011","4.08","136950","136950"
"627","The Mists of Avalon (Avalon, #1)","Marion Zimmer Bradley","Fiction","1982","4.12","157736","157736"
"628","Are You There God? It's Me, Margaret","Judy Blume","Fiction","1970","3.89","151789","151789"
"629","Nights in Rodanthe","Nicholas Sparks","Romance","2002","3.82","129807","129807"
"630","Mr. Mercedes (Bill Hodges Trilogy, #1)","Stephen King","Fiction","2014","3.92","125847","125847"
"631","All Together Dead (Sookie Stackhouse, #7)","Charlaine Harris","Fiction","2007","4.05","162689","162689"
"632","Midwives","Chris Bohjalian","Fiction","1997","3.97","133155","133155"
"633","The Polar Express","Chris Van Allsburg","Fiction","1985","4.29","168001","168001"
"634","The True Story of the 3 Little Pigs","Jon Scieszka","Fiction","1989","4.29","141945","141945"
"635","Patriot Games (Jack Ryan Universe, #2)","Tom Clancy","Fiction","1987","4.11","141674","141674"
"636","Veronika Decides to Die","Paulo Coelho","Fiction","1998","3.69","111856","111856"
"637","Lean In: Women, Work, and the Will to Lead","Sheryl Sandberg","Self Help","2013","3.94","135635","135635"
"638","Dead as a Doornail (Sookie Stackhouse, #5)","Charlaine Harris","Fiction","2005","4.01","169560","169560"
"639","Shatter Me (Shatter Me, #1)","Tahereh Mafi","Fiction","2011","4.01","176433","176433"
"640","Starship Troopers","Robert A. Heinlein","Fiction","1959","3.99","136886","136886"
"641","I've Got Your Number","Sophie Kinsella","Fiction","2011","3.93","144533","144533"
"642","Sophie's World","Jostein Gaarder","History","1991","3.88","109692","109692"
"643","The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #4)","Mark Cotta Vaz","Fiction","2011","4.3","188136","188136"
"644","The Martian Chronicles","Ray Bradbury","Science Fiction","1950","4.12","143236","143236"
"645","A Visit from the Goon Squad","Jennifer Egan","Fiction","2010","3.64","120126","120126"
"646","Heidi","Johanna Spyri","Fiction","1880","3.97","144497","144497"
"647","Prey","Michael Crichton","Fiction","2002","3.72","131352","131352"
"648","The Last Battle (Chronicles of Narnia, #7)","C.S. Lewis","Fiction","1956","4.02","158701","158701"
"649","World Without End (The Kingsbridge Series, #2)","Ken Follett","History","2007","4.23","128715","128715"
"650","Chosen (House of Night, #3)","P.C. Cast","Fiction","2008","3.9","180961","180961"
"651","Slammed (Slammed, #1)","Colleen Hoover","Fiction","2012","4.29","153882","153882"
"652","Beastly (Beastly, #1; Kendra Chronicles, #1)","Alex Flinn","Fiction","2007","3.84","150003","150003"
"653","The Canterbury Tales","Geoffrey Chaucer","Fiction","1390","3.48","148480","148480"
"654","Baby Proof","Emily Giffin","Fiction","2006","3.71","124371","124371"
"655","Inheritance (The Inheritance Cycle, #4)","Christopher Paolini","Fiction","2011","4.08","146905","146905"
"656","1Q84","Haruki Murakami","Fiction","2009","3.89","125195","125195"
"657","Uncle Tom's Cabin","Harriet Beecher Stowe","Fiction","1852","3.83","137858","137858"
"658","The Phantom of the Opera","Gaston Leroux","Fiction","1909","3.97","141110","141110"
"659","Definitely Dead (Sookie Stackhouse, #6)","Charlaine Harris","Fiction","2006","4.02","163054","163054"
"660","Blindness","Jos? Saramago","Fiction","1995","4.08","98738","98738"
"661","Freedom","Jonathan Franzen","Fiction","2010","3.73","119213","119213"
"662","Crossed (Matched, #2)","Ally Condie","Fiction","2011","3.52","100886","100886"
"663","I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)","Ally Carter","Romance","2006","3.82","150222","150222"
"664","The White Tiger","Aravind Adiga","Fiction","2008","3.71","114531","114531"
"665","The Corrections","Jonathan Franzen","Fiction","2001","3.78","117657","117657"
"666","Dreams from My Father: A Story of Race and Inheritance","Barack Obama","Fiction","1995","3.81","128961","128961"
"667","Congo","Michael Crichton","Fiction","1980","3.55","129811","129811"
"668","Alexander and the Terrible, Horrible, No Good, Very Bad Day","Judith Viorst","Fiction","1972","4.22","146073","146073"
"669","Interpreter of Maladies","Jhumpa Lahiri","Fiction","1999","4.12","110651","110651"
"670","A People's History of the United States","Howard Zinn","History","1980","4.07","137372","137372"
"671","Breakfast at Tiffany's","Truman Capote","Fiction","1958","3.89","129778","129778"
"672","The Passage (The Passage, #1)","Justin Cronin","Fiction","2010","4.04","126993","126993"
"673","Anansi Boys","Neil Gaiman","Fiction","2005","4","137639","137639"
"674","Along for the Ride","Sarah Dessen","Fiction","2009","4.08","151721","151721"
"675","Everything I Never Told You","Celeste Ng","Fiction","2014","3.78","108703","108703"
"676","The House of the Spirits","Isabel Allende","Fiction","1982","4.2","119930","119930"
"677","The Dead Zone","Stephen King","Fiction","1979","3.9","132723","132723"
"678","The Mysterious Affair at Styles (Hercule Poirot, #1)","Agatha Christie","Fiction","1920","3.98","135514","135514"
"679","Murder on the Orient Express (Hercule Poirot, #10)","Agatha Christie","Thriller","1934","4.16","138444","138444"
"680","Americanah","Chimamanda Ngozi Adichie","Fiction","2013","4.26","113252","113252"
"681","Suzanne's Diary for Nicholas","James Patterson","Biography","2001","4.16","121398","121398"
"682","Firestarter","Stephen King","Fiction","1980","3.85","142213","142213"
"683","Entwined with You (Crossfire, #3)","Sylvia Day","Fiction","2013","4.19","141641","141641"
"684","Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen","Christopher McDougall","History","2009","4.27","109642","109642"
"685","The Storied Life of A.J. Fikry","Gabrielle Zevin","Fiction","2014","3.98","115393","115393"
"686","Madeline","Ludwig Bemelmans","Fiction","1939","4.22","156726","156726"
"687","Think and Grow Rich: The Landmark Bestseller - Now Revised and Updated for the 21st Century","Napoleon Hill","Fiction","1937","4.17","87445","87445"
"688","Little House in the Big Woods (Little House, #1)","Laura Ingalls Wilder","Fiction","1932","4.16","165127","165127"
"689","Jonathan Strange & Mr Norrell","Susanna Clarke","Fiction","2004","3.8","133683","133683"
"690","A Bend in the Road","Nicholas Sparks","Romance","2001","4.02","116800","116800"
"691","The House of Hades (The Heroes of Olympus, #4)","Rick Riordan","Fiction","2013","4.54","159774","159774"
"692","Gone (Gone, #1)","Michael  Grant","Fiction","2008","3.85","144606","144606"
"693","The Wedding (The Notebook, #2)","Nicholas Sparks","Romance","2003","3.98","118045","118045"
"694","1776","David McCullough","Fiction","2005","4.06","130293","130293"
"695","Under the Banner of Heaven: A Story of Violent Faith","Jon Krakauer","Fiction","2003","3.98","112167","112167"
"696","Beautiful Ruins","Jess Walter","Fiction","2012","3.67","116053","116053"
"697","The Audacity of Hope: Thoughts on Reclaiming the American Dream","Barack Obama","Fiction","2006","3.69","110873","110873"
"698","On Writing: A Memoir of the Craft","Stephen King","Biography","1999","4.31","131481","131481"
"699","Firefly Lane (Firefly Lane, #1)","Kristin Hannah","Fiction","2008","4.04","121966","121966"
"700","Sphere","Michael Crichton","Fiction","1987","3.77","128244","128244"
"701","Love the One You're With","Emily Giffin","Romance","2008","3.7","124812","124812"
"702","The Silkworm (Cormoran Strike, #2)","Robert Galbraith","Fiction","2014","4.03","120008","120008"
"703","The Vampire Lestat (The Vampire Chronicles, #2)","Anne Rice","Fiction","1985","4.05","141299","141299"
"704","State of Wonder","Ann Patchett","Fiction","2011","3.85","124837","124837"
"705","The Silver Linings Playbook","Matthew Quick","Fiction","2008","4","110939","110939"
"706","Twenty Thousand Leagues Under the Sea","Jules Verne","Fiction","1869","3.86","121112","121112"
"707","The Constant Princess (The Plantagenet and Tudor Novels, #6)","Philippa Gregory","Fiction","2005","3.88","124786","124786"
"708","Mrs. Dalloway","Virginia Woolf","Fiction","1925","3.78","136327","136327"
"709","The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared","Jonas Jonasson","Fantasy","2009","3.81","92275","92275"
"710","Bag of Bones","Stephen King","Fiction","1998","3.87","131004","131004"
"711","The Cider House Rules","John Irving","Fiction","1985","4.1","124876","124876"
"712","Thinner","Richard Bachman","Fiction","1984","3.66","130219","130219"
"713","Around the World in Eighty Days","Jules Verne","History","1872","3.9","117108","117108"
"714","Walk Two Moons","Sharon Creech","Fiction","1994","3.95","129350","129350"
"715","Eleven Minutes","Paulo Coelho","Fiction","2003","3.69","102206","102206"
"716","Nine Stories","J.D. Salinger","Fiction","1953","4.19","105138","105138"
"717","Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen: How One Girl Risked Her Marriage, Her Job, and Her Sanity to Master the Art of Living","Julie Powell","Fiction","2005","3.67","121373","121373"
"718","Unwind (Unwind, #1)","Neal Shusterman","Fantasy","2007","4.18","143892","143892"
"719","Drums of Autumn (Outlander, #4)","Diana Gabaldon","Fiction","1996","4.34","123736","123736"
"720","Prodigy (Legend, #2)","Marie Lu","Fiction","2013","4.29","149702","149702"
"721","King Lear","William Shakespeare","Fiction","1603","3.89","135448","135448"
"722","Death of a Salesman","Arthur Miller","Fiction","1949","3.49","132061","132061"
"723","The Choice","Nicholas Sparks","Romance","2007","3.99","93479","93479"
"724","The Hunger Games: Official Illustrated Movie Companion","Kate Egan","Science Fiction","2012","4.51","119915","119915"
"725","The Sound and the Fury","William Faulkner","Fiction","1929","3.86","124665","124665"
"726","A New Earth: Awakening to Your Life's Purpose","Eckhart Tolle","Fiction","2005","4.02","106211","106211"
"727","Bleach, Volume 01","Tite Kubo","Fiction","2002","4.21","120004","120004"
"728","Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened","Allie Brosh","Fiction","2013","4.17","118910","118910"
"729","The Shadow Rising (Wheel of Time, #4)","Robert Jordan","Fiction","1992","4.21","122524","122524"
"730","Shantaram","Gregory David Roberts","Fiction","2003","4.26","95213","95213"
"731","From Dead to Worse (Sookie Stackhouse, #8)","Charlaine Harris","Fiction","2008","4.01","151095","151095"
"732","The Waste Lands (The Dark Tower, #3)","Stephen King","Fiction","1991","4.24","117483","117483"
"733","The Bone Collector (Lincoln Rhyme, #1)","Jeffery Deaver","Fiction","1997","4.18","120541","120541"
"734","The Reader","Bernhard Schlink","Fiction","1995","3.73","119911","119911"
"735","Brown Bear, Brown Bear, What Do You See?","Bill Martin Jr.","Fantasy","1967","4.19","125668","125668"
"736","Hyperion (Hyperion Cantos, #1)","Dan Simmons","Fiction","1989","4.21","122225","122225"
"737","The Pearl","John Steinbeck","Fiction","1947","3.41","133264","133264"
"738","The Exorcist","William Peter Blatty","Fiction","1971","4.14","124467","124467"
"739","The Short Second Life of Bree Tanner: An Eclipse Novella (Twilight, #3.5)","Stephenie Meyer","Fiction","2009","3.51","145874","145874"
"740","Snow Falling on Cedars","David Guterson","Fiction","1994","3.8","131945","131945"
"741","Roots: The Saga of an American Family","Alex Haley","Fiction","1976","4.42","118951","118951"
"742","Batman: The Killing Joke","Alan Moore","Fiction","1988","4.36","113855","113855"
"743","Invisible Man","Ralph Ellison","Fiction","1952","3.84","123073","123073"
"744","A Long Way Gone: Memoirs of a Boy Soldier","Ishmael Beah","Biography","2007","4.14","116260","116260"
"745","Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)","Robert C. O'Brien","Fiction","1971","4.13","135978","135978"
"746","Different Seasons","Stephen King","Fiction","1982","4.34","105961","105961"
"747","The Little House Collection (Little House, #1-9)","Laura Ingalls Wilder","Fiction","1953","4.33","124320","124320"
"748","The Girls' Guide to Hunting and Fishing","Melissa Bank","Fiction","1998","3.29","113977","113977"
"749","Wool Omnibus (Silo, #1)","Hugh Howey","Fiction","2012","4.24","81982","81982"
"750","Lamb: The Gospel According to Biff, Christ's Childhood Pal","Christopher Moore","Fiction","2002","4.26","118576","118576"
"751","The Power of Now: A Guide to Spiritual Enlightenment","Eckhart Tolle","Fiction","1997","4.1","104549","104549"
"752","Let's Pretend This Never Happened: A Mostly True Memoir","Jenny  Lawson","Biography","2012","3.9","118475","118475"
"753","The Lies of Locke Lamora (Gentleman Bastard, #1)","Scott Lynch","Fiction","2006","4.3","118751","118751"
"754","Sabriel (Abhorsen,  #1)","Garth Nix","Fiction","1995","4.17","137047","137047"
"755","Dead and Gone (Sookie Stackhouse, #9)","Charlaine Harris","Fiction","2009","4.01","145157","145157"
"756","The Storyteller","Jodi Picoult","Fiction","2013","4.26","109313","109313"
"757","Obsidian (Lux, #1)","Jennifer L. Armentrout","Fiction","2011","4.23","164832","164832"
"758","Life, the Universe and Everything (Hitchhiker's Guide, #3)","Douglas Adams","Fiction","1982","4.19","131562","131562"
"759","Crown of Midnight (Throne of Glass, #2)","Sarah J. Maas","Fantasy","2013","4.49","160485","160485"
"760","Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life","Bryan Lee O'Malley","Fiction","2004","4.18","126864","126864"
"761","Half Broke Horses","Jeannette Walls","Fiction","2008","4.05","110597","110597"
"762","Mort (Death, #1; Discworld, #4)","Terry Pratchett","History","1987","4.22","128450","128450"
"763","The Iron King (The Iron Fey, #1)","Julie Kagawa","Fiction","2010","3.92","158063","158063"
"764","Lonesome Dove","Larry McMurtry","Fiction","1985","4.47","111498","111498"
"765","Stiff: The Curious Lives of Human Cadavers","Mary Roach","Fiction","2003","4.05","122502","122502"
"766","Bloodlines (Bloodlines, #1)","Richelle Mead","Fiction","2011","4.22","140599","140599"
"767","Ender's Shadow (Ender's Shadow, #1)","Orson Scott Card","Science Fiction","1998","4.3","115521","115521"
"768","Twenties Girl","Sophie Kinsella","Fiction","2009","3.82","119105","119105"
"769","Schindler's List","Thomas Keneally","Fiction","1982","4.34","108338","108338"
"770","The Bluest Eye","Toni Morrison","Fiction","1970","3.99","109944","109944"
"771","The White Queen (The Plantagenet and Tudor Novels, #2)","Philippa Gregory","Fiction","2009","3.9","119739","119739"
"772","The Autobiography of Malcolm X","Malcolm X","Biography","1965","4.29","124805","124805"
"773","Preludes & Nocturnes (The Sandman #1)","Neil Gaiman","Fiction","1989","4.3","122540","122540"
"774","Seabiscuit: An American Legend","Laura Hillenbrand","Fiction","1999","4.2","111497","111497"
"775","Shutter Island","Dennis Lehane","Fiction","2003","4.07","113718","113718"
"776","The Complete Sherlock Holmes","Arthur Conan Doyle","Fiction","1894","4.5","109754","109754"
"777","Julius Caesar","William Shakespeare","Fiction","1599","3.65","119933","119933"
"778","In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin","Erik Larson","Romance","2011","3.81","110481","110481"
"779","The Republic","Plato","Fiction","2000","3.9","110274","110274"
"780","The Taming of the Shrew","William Shakespeare","Fiction","1593","3.81","126318","126318"
"781","Cress (The Lunar Chronicles, #3)","Marissa Meyer","Fiction","2014","4.46","162069","162069"
"782","Just Kids","Patti Smith","Fiction","2010","4.14","106542","106542"
"783","The Art Book","Phaidon Press","Fiction","1997","3.79","102746","102746"
"784","Jemima J","Jane Green","Fiction","2001","3.62","101436","101436"
"785","The Hunchback of Notre-Dame","Victor Hugo","Fiction","1831","3.97","119851","119851"
"786","A Fine Balance","Rohinton Mistry","Fiction","1996","4.34","99252","99252"
"787","Calvin and Hobbes","Bill Watterson","Fiction","1987","4.61","117788","117788"
"788","Specials (Uglies, #3)","Scott Westerfeld","Fiction","2006","3.77","139168","139168"
"789","The Awakening","Kate Chopin","Fiction","1899","3.63","125474","125474"
"790","Hunted (House of Night, #5)","P.C. Cast","Fiction","2009","3.93","138103","138103"
"791","For One More Day","Mitch Albom","Fiction","2006","4.09","102193","102193"
"792","Clear and Present Danger (Jack Ryan Universe, #6)","Tom Clancy","Fiction","1989","4.08","105317","105317"
"793","Falling Up","Shel Silverstein","Fiction","1996","4.33","111779","111779"
"794","Sh*t My Dad Says","Justin Halpern","Fiction","2010","3.98","102560","102560"
"795","Trainspotting","Irvine Welsh","Fiction","1993","4.07","59453","59453"
"796","Foundation and Empire (Foundation #2)","Isaac Asimov","Science Fiction","1952","4.2","105595","105595"
"797","The Four Agreements: A Practical Guide to Personal Freedom","Miguel Ruiz","Fiction","1997","4.12","97016","97016"
"798","House Rules","Jodi Picoult","Fiction","2010","4.01","111239","111239"
"799","The Complete Grimm's Fairy Tales","Jacob Grimm","Fiction","1812","4.31","116324","116324"
"800","From the Mixed-Up Files of Mrs. Basil E. Frankweiler","E.L. Konigsburg","Fiction","1967","4.15","134537","134537"
"801","Doctor Sleep (The Shining, #2)","Stephen King","Fiction","2013","4.1","95276","95276"
"802","About a Boy","Nick Hornby","Fiction","1998","3.79","101999","101999"
"803","On Dublin Street (On Dublin Street, #1)","Samantha Young","Fiction","2012","4.24","136761","136761"
"804","Crazy Love: Overwhelmed by a Relentless God","Francis Chan","Romance","2008","4.15","106351","106351"
"805","One Fish, Two Fish, Red Fish, Blue Fish","Dr. Seuss","Fiction","1960","4.12","117582","117582"
"806","Watchers","Dean Koontz","Fiction","1987","4.16","109595","109595"
"807","The Story of My Life","Helen Keller","Fiction","1902","4.07","107313","107313"
"808","This is Where I Leave You","Jonathan Tropper","Fiction","2009","3.88","98645","98645"
"809","Abraham Lincoln: Vampire Hunter","Seth Grahame-Smith","Fiction","2010","3.7","106336","106336"
"810","Fruits Basket, Vol. 1","Natsuki Takaya","Fiction","1999","4.23","118467","118467"
"811","The Tempest","William Shakespeare","Fiction","1623","3.8","125178","125178"
"812","Burned (House of Night, #7)","P.C. Cast","Fiction","2010","3.98","120763","120763"
"813","Wizard and Glass (The Dark Tower, #4)","Stephen King","Fantasy","1997","4.24","105026","105026"
"814","The Circle","Dave Eggers","Fiction","2013","3.46","109412","109412"
"815","The Invention of Hugo Cabret","Brian Selznick","Fiction","2007","4.23","132159","132159"
"816","Brave New World / Brave New World Revisited","Aldous Huxley","History","1932","4.16","108124","108124"
"817","Ouran High School Host Club, Vol. 1 (Ouran High School Host Club, #1)","Bisco Hatori","Fiction","2003","4.36","113881","113881"
"818","The Good Girl","Mary Kubica","Fiction","2014","3.81","100936","100936"
"819","Fallen Too Far (Rosemary Beach, #1; Too Far, #1)","Abbi Glines","Fiction","2012","4.21","138871","138871"
"820","Landline","Rainbow Rowell","Fiction","2014","3.55","113805","113805"
"821","Tempted (House of Night, #6)","P.C. Cast","Fiction","2008","3.96","127387","127387"
"822","No Country for Old Men","Cormac McCarthy","Fiction","2005","4.12","100513","100513"
"823","Wolf Hall (Thomas Cromwell, #1)","Hilary Mantel","Fiction","2009","3.85","102936","102936"
"824","Howl's Moving Castle (Howl's Moving Castle, #1)","Diana Wynne Jones","Fiction","1986","4.3","123945","123945"
"825","Dreamcatcher","Stephen King","Fiction","2001","3.59","115855","115855"
"826","Walden","Henry David Thoreau","Fiction","1854","3.79","108062","108062"
"827","The Remains of the Day","Kazuo Ishiguro","Fiction","1989","4.1","105892","105892"
"828","The Best of Me","Nicholas Sparks","Romance","2010","3.91","103915","103915"
"829","The Sense of an Ending","Julian Barnes","Fiction","2011","3.7","94968","94968"
"830","A is for Alibi (Kinsey Millhone, #1)","Sue Grafton","Fiction","1982","3.82","116026","116026"
"831","Oedipus Rex  (The Theban Plays, #1)","Sophocles","Fiction","2000","3.67","119496","119496"
"832","Shanghai Girls (Shanghai Girls #1)","Lisa See","Fiction","2009","3.87","106729","106729"
"833","The Wind in the Willows","Kenneth Grahame","Fantasy","1908","3.98","124612","124612"
"834","To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)","Jenny Han","Romance","2014","4.11","136938","136938"
"835","Persepolis: The Story of a Childhood (Persepolis, #1)","Marjane Satrapi","Fiction","2000","4.23","117103","117103"
"836","A Room with a View","E.M. Forster","Fiction","1908","3.91","109994","109994"
"837","The DUFF: Designated Ugly Fat Friend","Kody Keplinger","Fiction","2010","3.86","136736","136736"
"838","Lock and Key","Sarah Dessen","Fiction","2008","4.01","120475","120475"
"839","Naked in Death (In Death, #1)","J.D. Robb","Fiction","1995","4.13","78028","78028"
"840","The Chamber","John Grisham","Fiction","1994","3.76","102715","102715"
"841","Midnight Sun (Twilight, #1.5)","Stephenie Meyer","Fiction","2008","4.03","138118","138118"
"842","Naruto, Vol. 01: The Tests of the Ninja (Naruto, #1)","Masashi Kishimoto","Fiction","1999","4.35","104633","104633"
"843","The Unlikely Pilgrimage of Harold Fry (Harold Fry, #1)","Rachel Joyce","Fiction","2012","3.89","94012","94012"
"844","Every Day (Every Day, #1)","David Levithan","Fiction","2012","3.99","121863","121863"
"845","Xenocide (Ender's Saga, #3)","Orson Scott Card","Science Fiction","1991","3.77","104467","104467"
"846","The Merchant of Venice","William Shakespeare","Fiction","1596","3.78","115621","115621"
"847","Sh?gun (Asian Saga, #1)","James Clavell","Fiction","1975","4.37","104339","104339"
"848","Lover Awakened (Black Dagger Brotherhood, #3)","J.R. Ward","Romance","2006","4.45","134249","134249"
"849","A Court of Thorns and Roses (A Court of Thorns and Roses, #1)","Sarah J. Maas","Fiction","2015","4.29","167848","167848"
"850","Fifty Shades Trilogy (Fifty Shades, #1-3)","E.L. James","Fiction","2012","4.13","76876","76876"
"851","Chicka Chicka Boom Boom","Bill Martin Jr.","Fantasy","1989","4.21","105192","105192"
"852","Smile","Raina Telgemeier","Fiction","2009","4.19","98628","98628"
"853","Animal Farm / 1984","George Orwell","Fiction","1950","4.26","116197","116197"
"854","The Deep End of the Ocean (Cappadora Family, #1)","Jacquelyn Mitchard","Fiction","1996","3.84","102733","102733"
"855","The Bonesetter's Daughter","Amy Tan","Fiction","2001","3.98","99926","99926"
"856","Angus, Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson, #1)","Louise Rennison","Fiction","1999","3.74","112733","112733"
"857","Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)","Robin Sloan","Fiction","2012","3.75","110552","110552"
"858","Flowers in the Attic (Dollanganger, #1)","V.C. Andrews","Fiction","1979","3.79","109063","109063"
"859","When Breath Becomes Air","Paul Kalanithi","Fiction","2016","4.32","116771","116771"
"860","Maniac Magee","Jerry Spinelli","Fiction","1990","3.86","99831","99831"
"861","Invisible Monsters","Chuck Palahniuk","Fiction","1999","4","54937","54937"
"862","Twelfth Night","William Shakespeare","Fiction","1601","3.97","119607","119607"
"863","Gathering Blue (The Giver, #2)","Lois Lowry","Fantasy","2000","3.8","114917","114917"
"864","The Westing Game","Ellen Raskin","Fiction","1978","4.03","117108","117108"
"865","Red Rising (Red Rising, #1)","Pierce Brown","Fiction","2014","4.26","104939","104939"
"866","The Way of Shadows (Night Angel, #1)","Brent Weeks","Fiction","2008","4.15","109236","109236"
"867","The Bean Trees (Greer Family, #1)","Barbara Kingsolver","Fiction","1988","3.94","105032","105032"
"868","Walking Disaster (Beautiful, #2)","Jamie McGuire","Fiction","2013","4.23","134022","134022"
"869","Words of Radiance (The Stormlight Archive, #2)","Brandon Sanderson","Fantasy","2014","4.77","73572","73572"
"870","Guess How Much I Love You","Sam McBratney","Romance","1988","4.36","104690","104690"
"871","The Fiery Cross (Outlander, #5)","Diana Gabaldon","Fiction","2001","4.26","103552","103552"
"872","Night Shift","Stephen King","Fiction","1978","3.96","104248","104248"
"873","Jaws","Peter Benchley","Fiction","1974","3.96","102574","102574"
"874","The History of Love","Nicole Krauss","Romance","2005","3.91","98379","98379"
"875","Pippi Longstocking","Astrid Lindgren","Fiction","1945","4.11","123065","123065"
"876","The Elegance of the Hedgehog","Muriel Barbery","Fiction","2006","3.73","101669","101669"
"877","Team of Rivals: The Political Genius of Abraham Lincoln","Doris Kearns Goodwin","Fiction","2005","4.3","102923","102923"
"878","Dead in the Family (Sookie Stackhouse, #10)","Charlaine Harris","Fiction","2010","3.88","127379","127379"
"879","The Plague","Albert Camus","Fiction","1947","3.97","95803","95803"
"880","The Reptile Room (A Series of Unfortunate Events, #2)","Lemony Snicket","Fiction","1999","3.95","130213","130213"
"881","Brain on Fire: My Month of Madness","Susannah Cahalan","Fiction","2012","4","92849","92849"
"882","Wicked Lovely (Wicked Lovely, #1)","Melissa Marr","Romance","2007","3.69","131034","131034"
"883","Curious George","H.A. Rey","Fiction","1941","4.13","105473","105473"
"884","The Neverending Story","Michael Ende","Fiction","1979","4.17","109110","109110"
"885","A Beautiful Mind","Sylvia Nasar","Fiction","1998","4.12","98276","98276"
"886","The Jungle","Upton Sinclair","Fiction","1906","3.72","97468","97468"
"887","The Summoning (Darkest Powers, #1)","Kelley Armstrong","Fiction","2008","4.03","132285","132285"
"888","The Man Who Mistook His Wife for a Hat and Other Clinical Tales","Oliver Sacks","Fiction","1985","4.04","102419","102419"
"889","Eye of the Needle","Ken Follett","Fiction","1978","4.16","93475","93475"
"890","The Blind Assassin","Margaret Atwood","Fiction","2000","3.95","98464","98464"
"891","Hollow City (Miss Peregrine?s Peculiar Children, #2)","Ransom Riggs","Fiction","2014","4.07","73149","73149"
"892","House of Sand and Fog","Andre Dubus III","Fiction","1999","3.83","55381","55381"
"893","The Girl with All the Gifts","M.R. Carey","Fiction","2014","3.93","99729","99729"
"894","As I Lay Dying","William Faulkner","Fiction","1930","3.72","103547","103547"
"895","Harold and the Purple Crayon","Crockett Johnson","Fiction","1955","4.24","107221","107221"
"896","Lover Eternal (Black Dagger Brotherhood, #2)","J.R. Ward","Romance","2006","4.35","137558","137558"
"897","Second Foundation (Foundation #3)","Isaac Asimov","Science Fiction","1953","4.23","96865","96865"
"898","Fool Moon (The Dresden Files, #2)","Jim Butcher","Fiction","2001","4.04","111371","111371"
"899","David and Goliath: Underdogs, Misfits, and the Art of Battling Giants","Malcolm Gladwell","Fiction","2011","3.9","90083","90083"
"900","Fullmetal Alchemist, Vol. 1 (Fullmetal Alchemist, #1)","Hiromu Arakawa","Fiction","2002","4.49","93990","93990"
"901","Guards! Guards! (Discworld, #8)","Terry Pratchett","History","1989","4.32","108652","108652"
"902","The Year of Magical Thinking","Joan Didion","Self Help","2005","3.86","94590","94590"
"903","We Need to Talk About Kevin","Lionel Shriver","Fiction","2003","4.07","101343","101343"
"904","Rendezvous with Rama (Rama, #1)","Arthur C. Clarke","Fiction","1973","4.06","93151","93151"
"905","The Queen of the Damned (The Vampire Chronicles, #3)","Anne Rice","Fiction","1988","3.86","110693","110693"
"906","The Age of Innocence","Edith Wharton","Fiction","1920","3.93","102646","102646"
"907","The Selfish Gene","Richard Dawkins","Self Help","1976","4.11","96564","96564"
"908","Year of Wonders","Geraldine Brooks","Fiction","2001","4","104283","104283"
"909","The Black Echo (Harry Bosch, #1; Harry Bosch Universe, #1)","Michael Connelly","Fiction","1992","4.08","98591","98591"
"910","Anthem","Ayn Rand","Fiction","1938","3.62","95620","95620"
"911","Gabriel's Inferno (Gabriel's Inferno, #1)","Sylvain Reynard","Fiction","2011","4.02","119633","119633"
